Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1789320265,10,,Aggregated,28.400000,2.400000,26,32,35,37,42,48,57,61,73,73,73,425,43,26,26.50028616463019,3.2838750012160745,73.23770800212515,179.47764705882352
1789320266,10,,Aggregated,32.800000,3.200000,25,31,34,36,41,48,54,61,73,73,73,476,49,25,26.21493608397131,3.2838750012160745,73.23770800212515,180.36344537815125
1789320267,10,,Aggregated,36.700000,3.700000,24,31,34,36,41,47,51,60,73,73,73,528,53,24,25.637298596538212,3.2838750012160745,73.23770800212515,180.1818181818182
1789320268,10,,Aggregated,40.100000,4.300000,23,29,33,35,41,46,51,60,73,73,73,577,58,23,24.70062657016688,3.2838750012160745,73.23770800212515,180.66897746967072
1789320269,10,,Aggregated,43.000000,4.700000,22,28,32,34,40,45,51,58,73,73,73,628,63,22,24.07786821493191,3.2838750012160745,73.23770800212515,181.0079617834395
1789320270,10,,Aggregated,45.400000,4.800000,22,27,32,34,40,45,50,58,73,73,73,681,68,22,23.815320411134998,3.2838750012160745,73.23770800212515,182.09544787077826
1789320271,10,,Aggregated,47.300000,5.000000,22,27,31,33,39,44,50,57,73,73,73,728,74,22,23.842158469750967,3.2838750012160745,73.23770800212515,181.49313186813185
1789320272,10,,Aggregated,48.700000,5.400000,22,28,32,34,39,44,50,57,73,73,73,776,81,22,24.15220155797815,3.2838750012160745,73.23770800212515,182.71391752577318
1789320273,10,,Aggregated,49.600000,5.400000,23,28,32,34,40,45,50,57,73,73,73,825,87,23,24.524515744221087,3.2838750012160745,73.23770800212515,184.9539393939394
1789320274,10,,Aggregated,50.000000,5.800000,23,29,33,35,41,44,50,57,73,73,73,883,91,23,24.863022494867717,3.2838750012160745,73.23770800212515,183.51528878822197
1789320275,10,,Aggregated,50.000000,5.700000,23,28,33,35,40,43,49,54,73,73,73,928,94,23,24.49278420040408,3.2838750012160745,73.23770800212515,184.27047413793105
1789320276,10,,Aggregated,50.000000,5.600000,23,28,32,34,40,43,49,54,73,73,73,983,96,23,24.364921232933526,3.2838750012160745,73.23770800212515,184.09969481180062
1789320277,10,,Aggregated,50.000000,5.500000,22,27,32,34,40,43,49,53,67,73,73,1035,102,22,23.812430146839784,2.2251669979596045,73.23770800212515,184.43381642512077
1789320278,10,,Aggregated,50.000000,5.000000,22,27,31,33,39,43,48,53,67,73,73,1077,104,22,23.51436888576442,2.2251669979596045,73.23770800212515,183.983286908078
1789320279,10,,Aggregated,50.000000,4.800000,22,27,31,33,39,42,48,51,67,73,73,1128,106,22,23.398391548733937,2.2251669979596045,73.23770800212515,184.43971631205673
1789320280,10,,Aggregated,50.000000,4.800000,22,27,32,34,39,43,48,51,67,73,73,1177,111,22,23.709761468965265,2.2251669979596045,73.23770800212515,183.67884451996602
1789320281,10,,Aggregated,50.000000,4.500000,22,27,32,34,39,43,48,51,67,73,73,1231,115,22,23.80813504872565,2.2251669979596045,73.23770800212515,182.18196588139725
1789320282,10,,Aggregated,50.000000,4.200000,22,28,32,35,40,43,48,51,67,73,73,1277,120,22,24.201984660134617,2.2251669979596045,73.23770800212515,183.34220830070478
1789320283,10,,Aggregated,50.000000,4.300000,23,28,33,35,40,43,48,51,67,73,73,1335,127,23,24.412622873390998,2.2251669979596045,73.23770800212515,183.94756554307116
1789320284,10,,Aggregated,50.000000,4.000000,23,29,33,35,40,43,48,51,67,73,73,1383,133,23,24.52486776354339,2.2251669979596045,73.23770800212515,184.25451916124368
1789320285,10,,Aggregated,50.000000,4.000000,23,29,33,35,40,44,49,58,95,100,100,1435,138,23,24.889235361671897,2.2251669979596045,99.81083300226601,184.70940766550524
1789320286,10,,Aggregated,50.000000,3.900000,23,29,33,35,40,44,49,58,95,100,100,1483,142,23,25.098537815910014,2.2251669979596045,99.81083300226601,185.7491571139582
1789320287,10,,Aggregated,50.000000,4.300000,23,29,33,35,40,44,49,57,95,100,100,1535,150,23,25.051379475571178,2.2251669979596045,99.81083300226601,185.7700325732899
1789320288,10,,Aggregated,50.000000,4.400000,23,30,33,35,41,44,50,57,95,100,100,1585,155,23,25.211859959620107,2.2251669979596045,99.81083300226601,186.05741324921135
1789320289,10,,Aggregated,50.000000,4.400000,23,29,33,35,41,45,50,57,95,100,100,1635,158,23,25.183436719874962,2.2251669979596045,99.81083300226601,186.47339449541283
1789320290,10,,Aggregated,50.000000,4.800000,23,29,33,36,41,45,50,57,95,100,100,1685,165,23,25.242352398220024,2.2251669979596045,99.81083300226601,186.56973293768547
1789320291,10,,Aggregated,50.000000,5.100000,24,30,33,36,41,44,50,57,95,100,100,1735,173,24,25.32507894064252,2.2251669979596045,99.81083300226601,187.64034582132564
1789320292,10,,Aggregated,50.000000,5.100000,24,30,34,36,41,44,50,57,95,100,100,1785,178,24,25.430677410100845,2.2251669979596045,99.81083300226601,187.04593837535015
1789320293,10,,Aggregated,50.000000,5.300000,24,30,34,36,41,44,50,55,95,100,100,1835,183,24,25.41917075860171,2.2251669979596045,99.81083300226601,186.35367847411445
1789320294,10,,Aggregated,50.000000,5.700000,24,30,34,36,41,44,50,55,95,100,100,1885,186,24,25.4839934397992,2.2251669979596045,99.81083300226601,186.27586206896552
1789320295,10,,Aggregated,50.000000,5.700000,24,30,34,36,41,44,49,54,95,100,100,1935,191,24,25.483961566419037,2.2251669979596045,99.81083300226601,186.80413436692507
1789320296,10,,Aggregated,50.000000,5.600000,24,30,34,36,41,45,50,55,95,100,100,1985,195,24,25.69615256323493,2.2251669979596045,99.81083300226601,187.29622166246853
1789320297,10,,Aggregated,50.000000,5.100000,24,30,34,36,41,45,50,55,93,100,100,2035,199,24,25.645149756770074,2.2251669979596045,99.81083300226601,187.33710073710074
1789320299,10,,Aggregated,50.000000,5.300000,24,31,34,36,41,45,50,55,93,100,100,2085,205,24,25.856961853261584,2.2251669979596045,99.81083300226601,186.9956834532374
1789320300,10,,Aggregated,50.000000,5.300000,25,31,34,36,41,45,51,54,93,100,100,2135,209,25,25.88016770400987,2.2251669979596045,99.81083300226601,186.38407494145198
1789320301,10,,Aggregated,50.000000,4.900000,25,31,34,36,42,45,51,55,93,100,100,2185,214,25,26.00217330391492,2.2251669979596045,99.81083300226601,186.9675057208238
1789320302,10,,Aggregated,50.000000,5.000000,25,31,34,36,42,45,51,54,93,100,100,2235,222,25,26.092652481003917,2.2251669979596045,99.81083300226601,187.4178970917226
1789320303,10,,Aggregated,50.000000,5.100000,25,31,35,37,42,45,51,54,93,100,100,2285,225,25,26.2872331168668,2.2251669979596045,99.81083300226601,187.35536105032824
1789320304,10,,Aggregated,50.000000,4.900000,25,31,35,37,42,45,51,54,93,100,100,2335,228,25,26.28817127325503,2.2251669979596045,99.81083300226601,187.99100642398287
1789320305,10,,Aggregated,50.000000,4.900000,25,31,35,37,42,46,51,54,93,100,100,2385,234,25,26.376707988282735,2.2251669979596045,99.81083300226601,187.90314465408804
1789320306,10,,Aggregated,50.000000,4.700000,25,32,35,37,42,46,51,54,93,100,100,2435,239,25,26.45489591460772,1.9480419978208374,99.81083300226601,187.70513347022586
1789320307,10,,Aggregated,50.000000,4.500000,25,32,35,37,42,46,51,54,93,100,100,2485,242,25,26.53840808533399,1.9480419978208374,99.81083300226601,187.62655935613682
1789320308,10,,Aggregated,50.000000,4.800000,25,32,35,37,42,46,50,53,93,100,100,2535,247,25,26.540341851298276,1.9480419978208374,99.81083300226601,187.5360946745562
