Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1789320148,10,,Aggregated,50.000000,5.500000,24,29,32,34,40,46,53,57,79,79,79,880,85,24,24.85294867849668,2.566374998423271,78.8102920014353,179.03977272727272
1789320149,10,,Aggregated,50.000000,5.400000,24,29,32,34,40,45,52,56,79,79,79,934,91,24,24.639428631779342,2.566374998423271,78.8102920014353,178.85867237687367
1789320150,10,,Aggregated,50.000000,5.200000,24,28,31,33,40,45,52,56,79,79,79,985,97,24,24.29778177774175,2.566374998423271,78.8102920014353,179.88934010152283
1789320151,10,,Aggregated,50.000000,5.200000,23,28,31,33,39,44,52,55,73,79,79,1035,98,23,23.940004197184525,2.1846670024388004,78.8102920014353,178.68502415458937
1789320152,10,,Aggregated,50.000000,5.300000,23,28,31,33,39,43,51,55,73,79,79,1085,103,23,23.440727927268178,2.1846670024388004,78.8102920014353,178.88571428571427
1789320153,10,,Aggregated,50.000000,4.800000,22,27,30,32,38,43,51,55,73,79,79,1135,109,22,23.16793568641571,2.1846670024388004,78.8102920014353,178.8748898678414
1789320154,10,,Aggregated,50.000000,4.400000,22,27,30,32,38,43,51,55,73,79,79,1185,113,22,22.958374160409704,2.1846670024388004,78.8102920014353,178.11561181434598
1789320155,10,,Aggregated,50.000000,4.300000,22,27,30,32,37,43,50,54,73,79,79,1235,118,22,22.76417308427848,2.1846670024388004,78.8102920014353,177.40242914979757
1789320156,10,,Aggregated,50.000000,4.000000,22,27,30,32,38,43,49,54,73,79,79,1285,126,22,22.90159948800957,2.1846670024388004,78.8102920014353,178.97431906614787
1789320157,10,,Aggregated,50.000000,4.300000,22,27,30,32,38,43,50,54,73,79,79,1335,128,22,22.97843078133687,2.1846670024388004,78.8102920014353,179.5558052434457
1789320158,10,,Aggregated,50.000000,4.900000,22,27,30,32,38,43,50,54,73,79,79,1385,137,22,22.885816974080182,2.1846670024388004,78.8102920014353,179.30902527075813
1789320159,10,,Aggregated,50.000000,4.700000,22,26,29,32,37,43,50,54,73,79,79,1435,143,22,22.568840135264296,2.1846670024388004,78.8102920014353,179.47874564459931
1789320160,10,,Aggregated,50.000000,5.000000,21,26,29,31,37,43,49,54,73,79,79,1485,149,21,22.333232833740656,2.1846670024388004,78.8102920014353,179.64983164983164
1789320161,10,,Aggregated,50.000000,5.100000,21,26,29,31,37,43,49,54,73,79,79,1535,153,21,22.16293008279494,2.1846670024388004,78.8102920014353,180.1830618892508
1789320162,10,,Aggregated,50.000000,5.100000,21,25,29,31,36,42,48,54,73,79,79,1585,160,21,22.003295273874073,2.1846670024388004,78.8102920014353,180.67066246056783
1789320163,10,,Aggregated,50.000000,5.200000,21,25,28,31,36,42,48,54,73,79,79,1635,167,21,21.94641702758376,2.1846670024388004,78.8102920014353,180.59694189602448
1789320164,10,,Aggregated,50.000000,5.400000,21,25,29,31,37,43,49,54,73,79,79,1685,173,21,22.14170715199298,2.1846670024388004,78.8102920014353,180.85637982195846
1789320165,10,,Aggregated,50.000000,5.700000,21,26,29,31,37,43,50,54,73,79,79,1735,179,21,22.393322246172584,2.1846670024388004,78.8102920014353,181.942939481268
1789320166,10,,Aggregated,50.000000,6.100000,21,26,29,31,37,43,50,54,73,79,79,1785,184,21,22.470354839838784,2.1846670024388004,78.8102920014353,181.35294117647058
1789320167,10,,Aggregated,50.000000,6.000000,21,26,29,31,38,43,51,54,73,79,79,1835,188,21,22.59284880603906,2.1846670024388004,78.8102920014353,181.56021798365123
1789320168,10,,Aggregated,50.000000,5.900000,21,26,29,31,38,44,51,54,73,79,79,1885,193,21,22.748881441416184,2.1846670024388004,78.8102920014353,182.23766578249337
1789320169,10,,Aggregated,50.000000,5.900000,21,26,29,32,38,44,51,54,73,79,79,1935,198,21,22.754023002629207,2.1846670024388004,78.8102920014353,182.25839793281654
1789320170,10,,Aggregated,50.000000,5.700000,22,26,30,32,38,44,51,54,73,79,79,1985,207,22,22.85299526000393,2.1846670024388004,78.8102920014353,182.4272040302267
1789320171,10,,Aggregated,50.000000,5.600000,22,26,30,32,38,44,51,53,69,79,79,2035,212,22,22.954517507669845,2.1846670024388004,78.8102920014353,182.5970515970516
1789320172,10,,Aggregated,50.000000,5.700000,22,27,30,32,39,44,51,54,69,79,79,2085,217,22,23.11952240387757,2.1846670024388004,78.8102920014353,182.21822541966426
1789320173,10,,Aggregated,50.000000,6.100000,22,27,30,32,39,44,51,54,69,79,79,2135,222,22,23.27208114898933,2.1846670024388004,78.8102920014353,181.99578454332553
1789320174,10,,Aggregated,50.000000,5.800000,22,27,31,32,39,45,51,54,110,110,110,2185,227,22,23.566189416518977,2.1846670024388004,112.66299999988405,182.44347826086957
1789320175,10,,Aggregated,50.000000,5.400000,22,27,31,33,39,45,51,54,110,110,110,2235,233,22,23.6886492729686,1.8948329998238478,112.66299999988405,182.60626398210292
1789320176,10,,Aggregated,49.500000,5.300000,22,27,31,33,39,45,51,54,110,110,110,2285,240,22,23.719768747081382,1.8948329998238478,112.66299999988405,182.64901531728665
1789320177,10,,Aggregated,50.000000,5.500000,22,27,31,33,39,45,51,54,110,110,110,2335,245,22,23.683335744783683,1.8948329998238478,112.66299999988405,182.78415417558887
1789320178,10,,Aggregated,50.000000,5.500000,23,27,31,33,39,45,51,54,110,110,110,2385,252,23,23.7757668084234,1.8948329998238478,112.66299999988405,183.17777777777778
1789320179,10,,Aggregated,50.000000,5.500000,23,28,31,33,40,45,51,54,110,110,110,2435,257,23,23.83416374130925,1.8948329998238478,112.66299999988405,183.54743326488708
1789320180,10,,Aggregated,50.000000,5.800000,23,28,31,33,40,45,51,54,110,110,110,2486,263,23,23.998069253856023,1.8948329998238478,112.66299999988405,184.31737731295254
1789320181,10,,Aggregated,50.000000,6.000000,23,28,31,33,40,46,52,55,110,110,110,2535,265,23,24.05183708011478,1.8948329998238478,112.66299999988405,184.5483234714004
